name,ticker,cik,cusip,exchange,isDelisted,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,currency,location,id
C H ROBINSON WORLDWIDE INC,CHRW,1043277,12541W209 12541W100,NASDAQ,False,Domestic Common Stock,Industrials,Integrated Freight & Logistics,4731,Transportation Communications Electric Gas And Sanitary Service,Arrangement Of Transportation Of Freight & Cargo,,Transportation,USD,Minnesota; U.S.A,9d4ec0c38bd78eb37096b737dc5aa899
IKON OFFICE SOLUTIONS INC,IKN,3370,451713101 013788104 013788708 013788500 451713200,NASDAQ,True,Domestic Common Stock,Technology,Electronics & Computer Distribution,5045,Wholesale Trade,Wholesale-Computers & Peripheral Equipment & Software,,Wholesale,USD,Pennsylvania; U.S.A,6229d1a3f189c1fd45b837170bb681c4
CITRIX SYSTEMS INC,CTXS,877890,177376100,NASDAQ,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,Florida; U.S.A,1a733b801aa214e77990f9305f713e82
DIAMOND OFFSHORE DRILLING INC,DO,949039,25271C201,NYSE,False,Domestic Common Stock,Energy,Oil & Gas Drilling,1381,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas,USD,Texas; U.S.A,99cb83719e45000a195e290e6ca40414
CENTENE CORP,CNC,1071739,15135B101,NYSE,False,Domestic Common Stock,Healthcare,Healthcare Plans,6324,Finance Insurance And Real Estate,Hospital & Medical Service Plans,,Insurance,USD,Missouri; U.S.A,1021a4226023848c2fceaeb115b4792e
ARC DOCUMENT SOLUTIONS INC,ARC,1305168,00191G103 029263100,NYSE,False,Domestic Common Stock,Industrials,Specialty Business Services,7330,Services,Services-Mailing Reproduction Commercial Art & Photography,,Business Services,USD,California; U.S.A,3db905605e5c6928d8971f8bb2be74dc
OLD DOMINION FREIGHT LINE INC,ODFL,878927,679580100,NASDAQ,False,Domestic Common Stock,Industrials,Trucking,4213,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),,Transportation,USD,North Carolina; U.S.A,55742c69313763c2491500149b1bdd58
SUPERVALU INC,SVU,95521,868536103 868536301,NYSE,True,Domestic Common Stock,Consumer Defensive,Grocery Stores,5141,Wholesale Trade,Wholesale-Groceries General Line,,Wholesale,USD,Minnesota; U.S.A,c2b113060c7b98c52f24c516db832f9c
EMERSON ELECTRIC CO,EMR,32604,291011104,NYSE,False,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3600,Manufacturing,Electronic & Other Electrical Equipment (No Computer Equip),,Electrical Equipment,USD,Missouri; U.S.A,1d67b15ade43d5f21ce8f823ab003e41
EMPIRE PETROLEUM CORP,EP,887396,292034303 292034204 292034105,NYSE,False,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Oklahoma; U.S.A,79a0e662e02d73eb13bf8a6cdf64edb4
PEPCO HOLDINGS INC,POM,1135971,713291102 737679100,NYSE,True,Domestic Common Stock,Utilities,Utilities - Regulated Electric,4931,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,,Utilities,USD,District Of Columbia; U.S.A,e03337c8a0cea5f53bd4d9c14d60f873
VULCAN MATERIALS CO,VMC,1396009,929160109,NYSE,False,Domestic Common Stock,Basic Materials,Building Materials,1400,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),,Non-Metallic and Industrial Metal Mining,USD,Alabama; U.S.A,001ffa780e2cf89634f08c0c05b2d103
SCHWAB CHARLES CORP,SCHW,316709,808513105,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Capital Markets,6211,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading,USD,California; U.S.A,2e3ca95359cb9d7492d686f5f2bae0c7
FORTINET INC,FTNT,1262039,34959E109,NASDAQ,False,Domestic Common Stock,Technology,Software - Infrastructure,3577,Manufacturing,Computer Peripheral Equipment Nec,,Computers,USD,California; U.S.A,0a755dd188ac2a85f1e97ec433a60e13
CROWN HOLDINGS INC,CCK,1219601,228368106 228255105,NYSE,False,Domestic Common Stock,Consumer Cyclical,Packaging & Containers,3411,Manufacturing,Metal Cans,,Shipping Containers,USD,Pennsylvania; U.S.A,6fca1b271165fa2e41f2cb53037c994a
TRUIST FINANCIAL CORP,TFC,92230,89832Q109 054937107 843444100,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,North Carolina; U.S.A,02e37575b537f29f0a368ce3b9168bdc
CARRIER GLOBAL CORP,CARR,1783180,14448C104,NYSE,False,Domestic Common Stock,Basic Materials,Building Products & Equipment,3585,Manufacturing,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,,Machinery,USD,Florida; U.S.A,c5ac97c8301a400e14a04d7a06c2fc1e
PATTERSON COMPANIES INC,PDCO,891024,703395103 703412106,NASDAQ,False,Domestic Common Stock,Healthcare,Medical Distribution,5047,Wholesale Trade,Wholesale-Medical Dental & Hospital Equipment & Supplies,,Wholesale,USD,Minnesota; U.S.A,86255ac780b770fd30eb0d28f3316792
F5 INC,FFIV,1048695,315616102,NASDAQ,False,Domestic Common Stock,Technology,Software - Infrastructure,3576,Manufacturing,Computer Communications Equipment,,Computers,USD,Washington; U.S.A,c2fa660cfbae807c4f21f6ae38123eec
GLOBAL X MSCI CHINA REAL ESTATE ETF,CHIR,1432353,37954Y525,NYSEARCA,False,ETF,,,,,,,,USD,New York; U.S.A,56ef816cd9fe664a74aa5c3db85761f3
UNILEVER N V,UN,217410,904784709,NYSE,True,ADR Common Stock Secondary Class,Consumer Defensive,Household & Personal Products,2840,Manufacturing,Soap Detergents Cleang Preparations Perfumes Cosmetics,,,USD,Netherlands,e11595b6114e508663ef0170f765a806
NATIONAL CITY CORP,NCC,69970,635405103,NYSE,True,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Ohio; U.S.A,56a58d6c27e6333e13776934e1679c54
ENCOMPASS HEALTH CORP,EHC,785161,29261A100 421924309 421924101,NYSE,False,Domestic Common Stock,Healthcare,Medical Care Facilities,8060,Services,Services-Hospitals,,Healthcare,USD,Alabama; U.S.A,534c82a81191a722cfeac2be05ee7420
TRANSOCEAN LTD,RIG,1451505,H8817H100 G90078109 G90073100 893817106 G90076103 835420100,NYSE,False,Domestic Common Stock,Energy,Oil & Gas Drilling,1381,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas,USD,Switzerland,938889888a78f32c1fc1833030d8ec9c
PAGERDUTY INC,PD,1568100,69553P100,NYSE,False,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,California; U.S.A,15ad47f59366bb68c2f0e5c3dc11b72d
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,746515,302130109,NASDAQ,False,Domestic Common Stock,Industrials,Integrated Freight & Logistics,4731,Transportation Communications Electric Gas And Sanitary Service,Arrangement Of Transportation Of Freight & Cargo,,Transportation,USD,Washington; U.S.A,29fe950dd8b2fdacef1c5d1ccb9471ca
TIME WARNER INC,TWX,1105705,887317303 887317105 00184A105 02364J104,NYSE,True,Domestic Common Stock,Consumer Cyclical,Entertainment,4841,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,USD,New York; U.S.A,daed03cefe364093999a962904fbad18
PERRIGO CO PLC,PRGO,1585364,G97822103 714290103,NYSE,False,Domestic Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Ireland,8c9c48a9c3ed2586c30dc452b56c82c4
SYNOVUS FINANCIAL CORP,SNV,18349,87161C501 87161C105,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Georgia; U.S.A,af11db4373371bba15b9a8b6cb208b8d
FOSSIL GROUP INC,FOSL,883569,34988V106 349882100,NASDAQ,False,Domestic Common Stock Primary Class,Consumer Cyclical,Luxury Goods,3873,Manufacturing,Watches Clocks Clockwork Operated Devices/Parts,,Consumer Goods,USD,Texas; U.S.A,903f1d7de3772090fe1bac5cd29aca18
NAVIENT CORP,NAVI,1593538,63938C108,NASDAQ,False,Domestic Common Stock Primary Class,Financial Services,Credit Services,6211,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,,Trading,USD,Delaware; U.S.A,adf2ff9485acfa269165d0a41f6cebb2
CHARTER COMMUNICATIONS INC,CHTR,1091667,16119P108 16117M305,NASDAQ,False,Domestic Common Stock,Consumer Cyclical,Entertainment,4841,Transportation Communications Electric Gas And Sanitary Service,Cable & Other Pay Television Services,,Communication,USD,Connecticut; U.S.A,603dc624873bd3c4eb4e9fe5d9771c0a
UCLOUDLINK GROUP INC,UCL,1775898,90354D104,NASDAQ,False,ADR Common Stock,Communication Services,Telecom Services,4899,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,,Communication,USD,China,dd76d3f29bb912924cec6b830b1ff742
GREAT ATLANTIC & PACIFIC TEA CO INC,GAPTQ,43300,390064103,NYSE,True,Domestic Common Stock,Consumer Defensive,Grocery Stores,5411,Retail Trade,Retail-Grocery Stores,,Retail,USD,New Jersey; U.S.A,512572ddb3d635f12db7731f181d2eb7
THERMO FISHER SCIENTIFIC INC,TMO,97745,883556102 883556201,NYSE,False,Domestic Common Stock,Healthcare,Diagnostics & Research,3829,Manufacturing,Measuring & Controlling Devices Nec,,Measuring and Control Equipment,USD,Massachusetts; U.S.A,49dc34816f307cda564b8b2d9bd074ad
EQUINIX INC,EQIX,1101239,29444U700 29444U502 29444U106,NASDAQ,False,Domestic Common Stock,Real Estate,REIT - Specialty,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,California; U.S.A,776022112e1670b664029d0144116ada
VALERO ENERGY CORP,VLO,1035002,91913Y100,NYSE,False,Domestic Common Stock,Energy,Oil & Gas Refining & Marketing,2911,Manufacturing,Petroleum Refining,,Petroleum and Natural Gas,USD,Texas; U.S.A,def7b947e1bc4b5e2e5f6e9195257f53
RED HAT INC,RHT,1087423,756577102,NYSE,True,Domestic Common Stock,Technology,Software - Application,7370,Services,Services-Computer Programming Data Processing Etc.,,Business Services,USD,North Carolina; U.S.A,5d358bea6462c26a30345ee7f9662363
ROYAL CARIBBEAN CRUISES LTD,RCL,884887,V7780T103,NYSE,False,Domestic Common Stock,Industrials,Travel Services,4400,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,,Transportation,USD,Florida; U.S.A,727367e61ac00fd84b06dfa18b8090a8
O REILLY AUTOMOTIVE INC,ORLY,898173,67103H107 686091109,NASDAQ,False,Domestic Common Stock,Consumer Cyclical,Specialty Retail,5531,Retail Trade,Retail-Auto & Home Supply Stores,,Retail,USD,Missouri; U.S.A,f8b65d0c832c6d63fd67d05287308d58
BROADRIDGE FINANCIAL SOLUTIONS INC,BR,1383312,11133T103,NYSE,False,Domestic Common Stock,Technology,Information Technology Services,7389,Services,Services-Business Services Nec,,Business Services,USD,New York; U.S.A,8caf96afe61e7110bfe2936cc346e4f4
COMPUWARE CORP,CPWR,859014,205638109 878351105,NASDAQ,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,Michigan; U.S.A,799a25ad5d6641ce82811caf5e1fec9a
WALT DISNEY CO,DIS,1744489,254687106,NYSE,False,Domestic Common Stock,Consumer Cyclical,Entertainment,7990,Services,Services-Miscellaneous Amusement & Recreation,,Entertainment,USD,California; U.S.A,0bad8e5a5d130767f5cd1608445783e2
FEDEX CORP,FDX,1048911,31428X106 31304N107 313309106,NYSE,False,Domestic Common Stock,Industrials,Integrated Freight & Logistics,4513,Transportation Communications Electric Gas And Sanitary Service,Air Courier Services,,Transportation,USD,Tennessee; U.S.A,5ba9ee258909af6b4e3e34dd3647b127
PACCAR INC,PCAR,75362,693718108,NASDAQ,False,Domestic Common Stock,Industrials,Farm & Heavy Construction Machinery,3711,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks,USD,Washington; U.S.A,fc316fdc057ff1b0a6a72a00f38e2899
WILLIS TOWERS WATSON PLC,WTW,1140536,G96629103 G96666105 G96655108,NASDAQ,False,Domestic Common Stock,Financial Services,Insurance Brokers,6411,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,,Insurance,USD,United Kingdom,4e19bfb45dc6f90e1f125f40a93aa30e
GENERAL MOTORS CO,GM,1467858,37045V100,NYSE,False,Domestic Common Stock Primary Class,Consumer Cyclical,Auto Manufacturers,3711,Manufacturing,Motor Vehicles & Passenger Car Bodies,,Automobiles and Trucks,USD,Michigan; U.S.A,3fd2df731e56c5f86d92004310ddc9fa
BROADCOM CORP,BRCM,1054374,111320107,NASDAQ,True,Domestic Common Stock,Technology,Semiconductors,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,California; U.S.A,73e5cb429a49f9d5ef83b883edd6bd86
VIATRIS INC,VTRS,1792044,92556V106 N59465109 628530107,NASDAQ,False,Domestic Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Pennsylvania; U.S.A,0b2b97f8f1788de9e79243c04b54d8b1
DUPONT DE NEMOURS INC,DD,1666700,26078J100 26614N102 260543103 913353108 256592106,NYSE,False,Domestic Common Stock Primary Class,Basic Materials,Chemicals,2821,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,,Chemicals,USD,Delaware; U.S.A,1f2f98b371094670ceaf9f17abb2a50c
PAYPAL HOLDINGS INC,PYPL,1633917,70450Y103,NASDAQ,False,Domestic Common Stock,Financial Services,Credit Services,7389,Services,Services-Business Services Nec,,Business Services,USD,California; U.S.A,2ee33a62a05cb04016d22eed0c679b60
V F CORP,VFC,103379,918204108,NYSE,False,Domestic Common Stock Primary Class,Consumer Cyclical,Apparel Manufacturing,2320,Manufacturing,Men'S & Boys' Furnishgs Work Clothg & Allied Garments,,Apparel,USD,Colorado; U.S.A,e14d0ed7f4bde150dacf4ceb8b17b33d
LOUISIANA-PACIFIC CORP,LPX,60519,546347105,NYSE,False,Domestic Common Stock,Basic Materials,Building Products & Equipment,2400,Manufacturing,Lumber & Wood Products (No Furniture),,Construction Materials,USD,Tennessee; U.S.A,132202c668be891c03f814b9dff5e62a
MONSTER BEVERAGE CORP,MNST,865752,61174X109 611740101 411310105,NASDAQ,False,Domestic Common Stock,Consumer Defensive,Beverages - Non-Alcoholic,2086,Manufacturing,Bottled & Canned Soft Drinks & Carbonated Waters,,Candy & Soda,USD,California; U.S.A,571b72d95dbfff244c9bca44e1093770
NORDSON CORP,NDSN,72331,655663102,NASDAQ,False,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3569,Manufacturing,General Industrial Machinery & Equipment Nec,,Machinery,USD,Ohio; U.S.A,87461197d7bc2adbeaa1ff19db93bce7
OCCIDENTAL PETROLEUM CORP,OXY,797468,674599105 674599790,NYSE,False,Domestic Common Stock Primary Class,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,d480a54734120eba97f2998746fcef03
AES CORP,AES,874761,00130H105,NYSE,False,Domestic Common Stock Primary Class,Utilities,Utilities - Diversified,4991,Transportation Communications Electric Gas And Sanitary Service,Cogeneration Services & Small Power Producers,,Almost Nothing,USD,Virginia; U.S.A,1af010d11f85671ed6186e704d542c42
ETSY INC,ETSY,1370637,29786A106,NASDAQ,False,Domestic Common Stock,Technology,Internet Retail,7389,Services,Services-Business Services Nec,,Business Services,USD,New York; U.S.A,f6c0bb5e7cb9ea220079ca34e563acde
NATIONSTAR MORTGAGE HOLDINGS INC,NSM,1520566,63861C109,NYSE,True,Domestic Common Stock,Financial Services,Mortgage Finance,6162,Finance Insurance And Real Estate,Mortgage Bankers & Loan Correspondents,,Banking,USD,Texas; U.S.A,b979088cb176fa101db1a16ca639dba6
ACCENTURE PLC,ACN,1467373,G1151C101 G1150G111,NYSE,False,Domestic Common Stock,Technology,Information Technology Services,7389,Services,Services-Business Services Nec,,Business Services,USD,Ireland,49adb1202854fc505ed182baf4e92013
NXP SEMICONDUCTORS NV,NXPI,1413447,N6596X109,NASDAQ,False,Domestic Common Stock,Technology,Semiconductors,3674,Manufacturing,Semiconductors & Related Devices,,Electronic Equipment,USD,Netherlands,e0ae2bece6f5cc7a80ecd4e28288d6af
KOHLS CORP,KSS,885639,500255104,NYSE,False,Domestic Common Stock,Consumer Cyclical,Department Stores,5311,Retail Trade,Retail-Department Stores,,Retail,USD,Wisconsin; U.S.A,29fbcf85d0db0af13c887d73ac2718b3
TMC THE METALS CO INC,TMC,1798562,G8598Y109 87261Y106,NASDAQ,False,Domestic Common Stock Primary Class,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,Texas; U.S.A,7b23f10b9c101d876acb8526123651a2
LOCKHEED MARTIN CORP,LMT,936468,539830109,NYSE,False,Domestic Common Stock,Industrials,Aerospace & Defense,3760,Manufacturing,Guided Missiles & Space Vehicles & Parts,,Defense,USD,Maryland; U.S.A,63a560c89237f69942ecd80d0d50caef
EW SCRIPPS CO,SSP,832428,811054402 811054121 811054204 811039106,NASDAQ,False,Domestic Common Stock Primary Class,Consumer Cyclical,Broadcasting,4833,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,,Communication,USD,Ohio; U.S.A,bb5be4124c088fcd27af71d5d7d33050
NIKE INC,NKE,320187,654106103,NYSE,False,Domestic Common Stock,Consumer Cyclical,Footwear & Accessories,3021,Manufacturing,Rubber & Plastics Footwear,,Apparel,USD,Oregon; U.S.A,5c52cf75163fd977b1374d7171534d90
LORILLARD INC,LO,1424847,544147101,NYSE,True,Domestic Common Stock,Consumer Defensive,Tobacco,2111,Manufacturing,Cigarettes,,Tobacco Products,USD,North Carolina; U.S.A,a062eff7783b50902cf55e519e5f3b50
BIG LOTS INC,BIG,768835,089302103 210149100,NYSE,False,Domestic Common Stock,Consumer Defensive,Discount Stores,5331,Retail Trade,Retail-Variety Stores,,Retail,USD,Ohio; U.S.A,b4d0b0167e13d6bf885a485ed33745cc
UNUM GROUP,UNM,5513,91529Y106 903192102 743889206,NYSE,False,Domestic Common Stock Primary Class,Financial Services,Insurance - Life,6321,Finance Insurance And Real Estate,Accident & Health Insurance,,Insurance,USD,Tennessee; U.S.A,d005ad8044f84c720cce70a9c4ae2c65
BOSTON PROPERTIES INC,BXP,1037540,101121101,NYSE,False,Domestic Common Stock Primary Class,Real Estate,REIT - Office,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Massachusetts; U.S.A,bc559cbb0118f8e10c1eae23ccc1e85a
AIR PRODUCTS & CHEMICALS INC,APD,2969,009158106 009158403,NYSE,False,Domestic Common Stock Primary Class,Basic Materials,Chemicals,2810,Manufacturing,Industrial Inorganic Chemicals,,Chemicals,USD,Pennsylvania; U.S.A,174cf21fa30a23823c60e6b4a6b94030
INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,51253,459506101,NYSE,False,Domestic Common Stock Primary Class,Basic Materials,Specialty Chemicals,2860,Manufacturing,Industrial Organic Chemicals,,Chemicals,USD,New York; U.S.A,1d07c39214bcb07f3d99dfa427eaa650
MASTERCARD INC,MA,1141391,57636Q104,NYSE,False,Domestic Common Stock,Financial Services,Credit Services,7389,Services,Services-Business Services Nec,,Business Services,USD,New York; U.S.A,345f997843db7d3b44368d73cde9f4de
CVS HEALTH CORP,CVS,64803,126650100 585745102,NYSE,False,Domestic Common Stock,Healthcare,Healthcare Plans,5912,Retail Trade,Retail-Drug Stores And Proprietary Stores,,Retail,USD,Rhode Island; U.S.A,df872bcce0239905237856cc57a237ed
ACUITY BRANDS INC,AYI,1144215,00508Y102,NYSE,False,Domestic Common Stock,Industrials,Electrical Equipment & Parts,3640,Manufacturing,Electric Lighting & Wiring Equipment,,Electrical Equipment,USD,Georgia; U.S.A,cf57d6e1801b8701789a183a3951605a
CHARLES RIVER LABORATORIES INTERNATIONAL INC,CRL,1100682,159864107,NYSE,False,Domestic Common Stock,Healthcare,Diagnostics & Research,8731,Services,Services-Commercial Physical & Biological Research,,Business Services,USD,Massachusetts; U.S.A,1b61201a92fc5c31edc9538e38774701
